point_identification;x;y;time;result_type;value
IC4_-9,3;24,39;-9,3;0;Soil.Uy;0,000
IC4_-9,3;24,39;-9,3;20;Soil.Uy;7,280
IC4_-9,3;24,39;-9,3;27;Soil.Uy;9,920
IC4_-9,3;24,39;-9,3;34;Soil.Uy;13,000
IC4_-9,3;24,39;-9,3;41;Soil.Uy;15,550
IC4_-9,3;24,39;-9,3;48;Soil.Uy;19,620
IC4_-9,3;24,39;-9,3;55;Soil.Uy;19,680
IC4_-9,3;24,39;-9,3;62;Soil.Uy;21,560
IC4_-9,3;24,39;-9,3;69;Soil.Uy;22,730
IC4_-9,3;24,39;-9,3;76;Soil.Uy;22,730
IC4_-9,3;24,39;-9,3;83;Soil.Uy;22,850
IC4_-9,3;24,39;-9,3;90;Soil.Uy;23,600
IC4_-9,3;24,39;-9,3;97;Soil.Uy;24,280
IC4_-9,3;24,39;-9,3;104;Soil.Uy;25,590
IC4_-9,3;24,39;-9,3;111;Soil.Uy;26,120
IC4_-9,3;24,39;-9,3;118;Soil.Uy;28,840
IC4_-9,3;24,39;-9,3;125;Soil.Uy;31,720
IC4_-9,3;24,39;-9,3;132;Soil.Uy;32,400
IC4_-9,3;24,39;-9,3;138;Soil.Uy;33,420
IC4_-9,3;24,39;-9,3;146;Soil.Uy;34,260
IC4_-9,3;24,39;-9,3;153;Soil.Uy;35,070
IC4_-9,3;24,39;-9,3;160;Soil.Uy;35,860
IC4_-9,3;24,39;-9,3;167;Soil.Uy;36,700
IC4_-9,3;24,39;-9,3;174;Soil.Uy;37,350
IC4_-10,3;24,39;-10,3;0;Soil.Ux;0,000
IC4_-10,3;24,39;-10,3;20;Soil.Ux;0,380
IC4_-10,3;24,39;-10,3;27;Soil.Ux;0,250
IC4_-10,3;24,39;-10,3;34;Soil.Ux;0,240
IC4_-10,3;24,39;-10,3;41;Soil.Ux;0,600
IC4_-10,3;24,39;-10,3;48;Soil.Ux;0,720
IC4_-10,3;24,39;-10,3;55;Soil.Ux;0,660
IC4_-10,3;24,39;-10,3;62;Soil.Ux;1,220
IC4_-10,3;24,39;-10,3;69;Soil.Ux;1,480
IC4_-10,3;24,39;-10,3;76;Soil.Ux;1,510
IC4_-10,3;24,39;-10,3;83;Soil.Ux;1,640
IC4_-10,3;24,39;-10,3;90;Soil.Ux;1,830
IC4_-10,3;24,39;-10,3;97;Soil.Ux;1,930
IC4_-10,3;24,39;-10,3;104;Soil.Ux;1,520
IC4_-10,3;24,39;-10,3;111;Soil.Ux;1,590
IC4_-10,3;24,39;-10,3;118;Soil.Ux;1,800
IC4_-10,3;24,39;-10,3;125;Soil.Ux;1,940
IC4_-10,3;24,39;-10,3;132;Soil.Ux;2,010
IC4_-10,3;24,39;-10,3;138;Soil.Ux;2,110
IC4_-10,3;24,39;-10,3;146;Soil.Ux;2,100
IC4_-10,3;24,39;-10,3;153;Soil.Ux;2,210
IC4_-10,3;24,39;-10,3;160;Soil.Ux;2,240
IC4_-10,3;24,39;-10,3;167;Soil.Ux;2,250
IC4_-10,3;24,39;-10,3;174;Soil.Ux;2,380
IC4_-10,3;24,39;-10,3;0;Soil.Uy;0,000
IC4_-10,3;24,39;-10,3;20;Soil.Uy;5,210
IC4_-10,3;24,39;-10,3;27;Soil.Uy;6,840
IC4_-10,3;24,39;-10,3;34;Soil.Uy;8,760
IC4_-10,3;24,39;-10,3;41;Soil.Uy;10,160
IC4_-10,3;24,39;-10,3;48;Soil.Uy;12,240
IC4_-10,3;24,39;-10,3;55;Soil.Uy;11,810
IC4_-10,3;24,39;-10,3;62;Soil.Uy;12,330
IC4_-10,3;24,39;-10,3;69;Soil.Uy;12,450
IC4_-10,3;24,39;-10,3;76;Soil.Uy;12,260
IC4_-10,3;24,39;-10,3;83;Soil.Uy;12,140
IC4_-10,3;24,39;-10,3;90;Soil.Uy;12,530
IC4_-10,3;24,39;-10,3;97;Soil.Uy;12,630
IC4_-10,3;24,39;-10,3;104;Soil.Uy;13,060
IC4_-10,3;24,39;-10,3;111;Soil.Uy;13,020
IC4_-10,3;24,39;-10,3;118;Soil.Uy;14,090
IC4_-10,3;24,39;-10,3;125;Soil.Uy;14,830
IC4_-10,3;24,39;-10,3;132;Soil.Uy;14,740
IC4_-10,3;24,39;-10,3;138;Soil.Uy;14,980
IC4_-10,3;24,39;-10,3;146;Soil.Uy;14,960
IC4_-10,3;24,39;-10,3;153;Soil.Uy;15,000
IC4_-10,3;24,39;-10,3;160;Soil.Uy;15,080
IC4_-10,3;24,39;-10,3;167;Soil.Uy;15,150
IC4_-10,3;24,39;-10,3;174;Soil.Uy;15,120
IC4_-11,3;24,39;-11,3;0;Soil.Ux;0,000
IC4_-11,3;24,39;-11,3;20;Soil.Ux;0,390
IC4_-11,3;24,39;-11,3;27;Soil.Ux;0,390
IC4_-11,3;24,39;-11,3;34;Soil.Ux;0,470
IC4_-11,3;24,39;-11,3;41;Soil.Ux;0,720
IC4_-11,3;24,39;-11,3;48;Soil.Ux;0,890
IC4_-11,3;24,39;-11,3;55;Soil.Ux;0,920
IC4_-11,3;24,39;-11,3;62;Soil.Ux;1,180
IC4_-11,3;24,39;-11,3;69;Soil.Ux;1,330
IC4_-11,3;24,39;-11,3;76;Soil.Ux;1,380
IC4_-11,3;24,39;-11,3;83;Soil.Ux;1,440
IC4_-11,3;24,39;-11,3;90;Soil.Ux;1,540
IC4_-11,3;24,39;-11,3;97;Soil.Ux;1,580
IC4_-11,3;24,39;-11,3;104;Soil.Ux;1,500
IC4_-11,3;24,39;-11,3;111;Soil.Ux;1,530
IC4_-11,3;24,39;-11,3;118;Soil.Ux;1,750
IC4_-11,3;24,39;-11,3;125;Soil.Ux;2,030
IC4_-11,3;24,39;-11,3;132;Soil.Ux;2,070
IC4_-11,3;24,39;-11,3;138;Soil.Ux;2,110
IC4_-11,3;24,39;-11,3;146;Soil.Ux;2,140
IC4_-11,3;24,39;-11,3;153;Soil.Ux;2,220
IC4_-11,3;24,39;-11,3;160;Soil.Ux;2,220
IC4_-11,3;24,39;-11,3;167;Soil.Ux;2,270
IC4_-11,3;24,39;-11,3;174;Soil.Ux;2,290
IC4_-11,3;24,39;-11,3;0;Soil.Uy;0,000
IC4_-11,3;24,39;-11,3;20;Soil.Uy;2,280
IC4_-11,3;24,39;-11,3;27;Soil.Uy;2,980
IC4_-11,3;24,39;-11,3;34;Soil.Uy;4,060
IC4_-11,3;24,39;-11,3;41;Soil.Uy;4,860
IC4_-11,3;24,39;-11,3;48;Soil.Uy;6,050
IC4_-11,3;24,39;-11,3;55;Soil.Uy;6,120
IC4_-11,3;24,39;-11,3;62;Soil.Uy;6,490
IC4_-11,3;24,39;-11,3;69;Soil.Uy;6,690
IC4_-11,3;24,39;-11,3;76;Soil.Uy;6,750
IC4_-11,3;24,39;-11,3;83;Soil.Uy;6,800
IC4_-11,3;24,39;-11,3;90;Soil.Uy;7,250
IC4_-11,3;24,39;-11,3;97;Soil.Uy;7,090
IC4_-11,3;24,39;-11,3;104;Soil.Uy;7,400
IC4_-11,3;24,39;-11,3;111;Soil.Uy;7,470
IC4_-11,3;24,39;-11,3;118;Soil.Uy;8,160
IC4_-11,3;24,39;-11,3;125;Soil.Uy;8,760
IC4_-11,3;24,39;-11,3;132;Soil.Uy;8,860
IC4_-11,3;24,39;-11,3;138;Soil.Uy;9,000
IC4_-11,3;24,39;-11,3;146;Soil.Uy;9,110
IC4_-11,3;24,39;-11,3;153;Soil.Uy;9,180
IC4_-11,3;24,39;-11,3;160;Soil.Uy;9,330
IC4_-11,3;24,39;-11,3;167;Soil.Uy;9,400
IC4_-11,3;24,39;-11,3;174;Soil.Uy;9,440
IC_-11,8;24,39;-11,8;0;Soil.Ux;0,000
IC_-11,8;24,39;-11,8;20;Soil.Ux;0,000
IC_-11,8;24,39;-11,8;27;Soil.Ux;0,000
IC_-11,8;24,39;-11,8;34;Soil.Ux;0,000
IC_-11,8;24,39;-11,8;41;Soil.Ux;0,000
IC_-11,8;24,39;-11,8;48;Soil.Ux;0,000
IC_-11,8;24,39;-11,8;55;Soil.Ux;0,000
IC_-11,8;24,39;-11,8;62;Soil.Ux;0,000
IC_-11,8;24,39;-11,8;69;Soil.Ux;0,000
IC_-11,8;24,39;-11,8;76;Soil.Ux;0,000
IC_-11,8;24,39;-11,8;83;Soil.Ux;0,000
IC_-11,8;24,39;-11,8;90;Soil.Ux;0,000
IC_-11,8;24,39;-11,8;97;Soil.Ux;0,000
IC_-11,8;24,39;-11,8;104;Soil.Ux;0,000
IC_-11,8;24,39;-11,8;111;Soil.Ux;0,000
IC_-11,8;24,39;-11,8;118;Soil.Ux;0,000
IC_-11,8;24,39;-11,8;125;Soil.Ux;0,000
IC_-11,8;24,39;-11,8;132;Soil.Ux;0,000
IC_-11,8;24,39;-11,8;138;Soil.Ux;0,000
IC_-11,8;24,39;-11,8;146;Soil.Ux;0,000
IC_-11,8;24,39;-11,8;153;Soil.Ux;0,000
IC_-11,8;24,39;-11,8;160;Soil.Ux;0,000
IC_-11,8;24,39;-11,8;167;Soil.Ux;0,000
IC_-11,8;24,39;-11,8;174;Soil.Ux;0,000
IC_-11,8;24,39;-11,8;0;Soil.Uy;0,000
IC_-11,8;24,39;-11,8;20;Soil.Uy;0,000
IC_-11,8;24,39;-11,8;27;Soil.Uy;0,000
IC_-11,8;24,39;-11,8;34;Soil.Uy;0,000
IC_-11,8;24,39;-11,8;41;Soil.Uy;0,000
IC_-11,8;24,39;-11,8;48;Soil.Uy;0,000
IC_-11,8;24,39;-11,8;55;Soil.Uy;0,000
IC_-11,8;24,39;-11,8;62;Soil.Uy;0,000
IC_-11,8;24,39;-11,8;69;Soil.Uy;0,000
IC_-11,8;24,39;-11,8;76;Soil.Uy;0,000
IC_-11,8;24,39;-11,8;83;Soil.Uy;0,000
IC_-11,8;24,39;-11,8;90;Soil.Uy;0,000
IC_-11,8;24,39;-11,8;97;Soil.Uy;0,000
IC_-11,8;24,39;-11,8;104;Soil.Uy;0,000
IC_-11,8;24,39;-11,8;111;Soil.Uy;0,000
IC_-11,8;24,39;-11,8;118;Soil.Uy;0,000
IC_-11,8;24,39;-11,8;125;Soil.Uy;0,000
IC_-11,8;24,39;-11,8;132;Soil.Uy;0,000
IC_-11,8;24,39;-11,8;138;Soil.Uy;0,000
IC_-11,8;24,39;-11,8;146;Soil.Uy;0,000
IC_-11,8;24,39;-11,8;153;Soil.Uy;0,000
IC_-11,8;24,39;-11,8;160;Soil.Uy;0,000
IC_-11,8;24,39;-11,8;167;Soil.Uy;0,000
IC_-11,8;24,39;-11,8;174;Soil.Uy;0,000
IC3_surface;;-5,8;0;Soil.Ux;0,000
IC3_surface;;-5,8;20;Soil.Ux;-0,007
IC3_surface;;-5,8;27;Soil.Ux;-0,002
IC3_surface;;-5,8;34;Soil.Ux;-0,003
IC3_surface;;-5,8;41;Soil.Ux;0,004
IC3_surface;;-5,8;48;Soil.Ux;0,010
IC3_surface;;-5,8;55;Soil.Ux;0,005
IC3_surface;;-5,8;62;Soil.Ux;-0,001
IC3_surface;;-5,8;69;Soil.Ux;-0,002
IC3_surface;;-5,8;76;Soil.Ux;-0,003
IC3_surface;;-5,8;83;Soil.Ux;-0,004
IC3_surface;;-5,8;90;Soil.Ux;0,001
IC3_surface;;-5,8;97;Soil.Ux;0,001
IC3_surface;;-5,8;104;Soil.Ux;-0,001
IC3_surface;;-5,8;111;Soil.Ux;0,002
IC3_surface;;-5,8;118;Soil.Ux;0,003
IC3_surface;;-5,8;125;Soil.Ux;0,001
IC3_surface;;-5,8;132;Soil.Ux;0,001
IC3_surface;;-5,8;138;Soil.Ux;0,000
IC3_surface;;-5,8;146;Soil.Ux;0,005
IC3_surface;;-5,8;153;Soil.Ux;0,006
IC3_surface;;-5,8;160;Soil.Ux;0,003
IC3_surface;;-5,8;0;Soil.Uy;0,000
IC3_surface;;-5,8;20;Soil.Uy;0,016
IC3_surface;;-5,8;27;Soil.Uy;0,017
IC3_surface;;-5,8;34;Soil.Uy;0,021
IC3_surface;;-5,8;41;Soil.Uy;0,023
IC3_surface;;-5,8;48;Soil.Uy;0,036
IC3_surface;;-5,8;55;Soil.Uy;0,046
IC3_surface;;-5,8;62;Soil.Uy;0,049
IC3_surface;;-5,8;69;Soil.Uy;0,054
IC3_surface;;-5,8;76;Soil.Uy;0,059
IC3_surface;;-5,8;83;Soil.Uy;0,063
IC3_surface;;-5,8;90;Soil.Uy;0,065
IC3_surface;;-5,8;97;Soil.Uy;0,063
IC3_surface;;-5,8;104;Soil.Uy;0,061
IC3_surface;;-5,8;111;Soil.Uy;0,067
IC3_surface;;-5,8;118;Soil.Uy;0,078
IC3_surface;;-5,8;125;Soil.Uy;0,090
IC3_surface;;-5,8;132;Soil.Uy;0,100
IC3_surface;;-5,8;138;Soil.Uy;0,104
IC3_surface;;-5,8;146;Soil.Uy;0,101
IC3_surface;;-5,8;153;Soil.Uy;0,103
IC3_surface;;-5,8;160;Soil.Uy;0,109
IC3_-6,3;29,36;-6,3;0;Soil.Ux;0,000
IC3_-6,3;29,36;-6,3;20;Soil.Ux;0,570
IC3_-6,3;29,36;-6,3;27;Soil.Ux;
IC3_-6,3;29,36;-6,3;34;Soil.Ux;-0,320
IC3_-6,3;29,36;-6,3;41;Soil.Ux;-0,490
IC3_-6,3;29,36;-6,3;48;Soil.Ux;-1,880
IC3_-6,3;29,36;-6,3;55;Soil.Ux;-2,190
IC3_-6,3;29,36;-6,3;62;Soil.Ux;-2,190
IC3_-6,3;29,36;-6,3;69;Soil.Ux;-1,160
IC3_-6,3;29,36;-6,3;76;Soil.Ux;-0,850
IC3_-6,3;29,36;-6,3;83;Soil.Ux;-0,950
IC3_-6,3;29,36;-6,3;90;Soil.Ux;-0,830
IC3_-6,3;29,36;-6,3;97;Soil.Ux;-0,630
IC3_-6,3;29,36;-6,3;104;Soil.Ux;-1,360
IC3_-6,3;29,36;-6,3;111;Soil.Ux;-1,460
IC3_-6,3;29,36;-6,3;118;Soil.Ux;-1,610
IC3_-6,3;29,36;-6,3;125;Soil.Ux;-2,030
IC3_-6,3;29,36;-6,3;132;Soil.Ux;-2,230
IC3_-6,3;29,36;-6,3;138;Soil.Ux;-2,240
IC3_-6,3;29,36;-6,3;146;Soil.Ux;-2,120
IC3_-6,3;29,36;-6,3;153;Soil.Ux;-1,760
IC3_-6,3;29,36;-6,3;160;Soil.Ux;-1,900
IC3_-6,3;29,36;-6,3;167;Soil.Ux;-1,920
IC3_-6,3;29,36;-6,3;174;Soil.Ux;-2,040
IC3_-6,3;29,36;-6,3;0;Soil.Uy;0,000
IC3_-6,3;29,36;-6,3;20;Soil.Uy;4,000
IC3_-6,3;29,36;-6,3;27;Soil.Uy;
IC3_-6,3;29,36;-6,3;34;Soil.Uy;8,850
IC3_-6,3;29,36;-6,3;41;Soil.Uy;12,460
IC3_-6,3;29,36;-6,3;48;Soil.Uy;19,230
IC3_-6,3;29,36;-6,3;55;Soil.Uy;20,760
IC3_-6,3;29,36;-6,3;62;Soil.Uy;22,750
IC3_-6,3;29,36;-6,3;69;Soil.Uy;24,830
IC3_-6,3;29,36;-6,3;76;Soil.Uy;25,110
IC3_-6,3;29,36;-6,3;83;Soil.Uy;25,370
IC3_-6,3;29,36;-6,3;90;Soil.Uy;25,300
IC3_-6,3;29,36;-6,3;97;Soil.Uy;26,450
IC3_-6,3;29,36;-6,3;104;Soil.Uy;27,850
IC3_-6,3;29,36;-6,3;111;Soil.Uy;28,260
IC3_-6,3;29,36;-6,3;118;Soil.Uy;32,690
IC3_-6,3;29,36;-6,3;125;Soil.Uy;39,530
IC3_-6,3;29,36;-6,3;132;Soil.Uy;40,650
IC3_-6,3;29,36;-6,3;138;Soil.Uy;41,290
IC3_-6,3;29,36;-6,3;146;Soil.Uy;41,650
IC3_-6,3;29,36;-6,3;153;Soil.Uy;41,890
IC3_-6,3;29,36;-6,3;160;Soil.Uy;42,580
IC3_-6,3;29,36;-6,3;167;Soil.Uy;42,810
IC3_-6,3;29,36;-6,3;174;Soil.Uy;42,940
IC3_-7,3;29,36;-7,3;0;Soil.Ux;0,000
IC3_-7,3;29,36;-7,3;20;Soil.Ux;0,710
IC3_-7,3;29,36;-7,3;27;Soil.Ux;
IC3_-7,3;29,36;-7,3;34;Soil.Ux;0,490
IC3_-7,3;29,36;-7,3;41;Soil.Ux;0,940
IC3_-7,3;29,36;-7,3;48;Soil.Ux;0,570
IC3_-7,3;29,36;-7,3;55;Soil.Ux;-0,280
IC3_-7,3;29,36;-7,3;62;Soil.Ux;-0,160
IC3_-7,3;29,36;-7,3;69;Soil.Ux;0,580
IC3_-7,3;29,36;-7,3;76;Soil.Ux;0,910
IC3_-7,3;29,36;-7,3;83;Soil.Ux;0,790
IC3_-7,3;29,36;-7,3;90;Soil.Ux;0,970
IC3_-7,3;29,36;-7,3;97;Soil.Ux;1,210
IC3_-7,3;29,36;-7,3;104;Soil.Ux;0,540
IC3_-7,3;29,36;-7,3;111;Soil.Ux;0,470
IC3_-7,3;29,36;-7,3;118;Soil.Ux;0,400
IC3_-7,3;29,36;-7,3;125;Soil.Ux;0,170
IC3_-7,3;29,36;-7,3;132;Soil.Ux;0,010
IC3_-7,3;29,36;-7,3;138;Soil.Ux;0,110
IC3_-7,3;29,36;-7,3;146;Soil.Ux;0,180
IC3_-7,3;29,36;-7,3;153;Soil.Ux;0,570
IC3_-7,3;29,36;-7,3;160;Soil.Ux;0,400
IC3_-7,3;29,36;-7,3;167;Soil.Ux;0,380
IC3_-7,3;29,36;-7,3;174;Soil.Ux;0,260
IC3_-7,3;29,36;-7,3;0;Soil.Uy;0,000
IC3_-7,3;29,36;-7,3;20;Soil.Uy;4,130
IC3_-7,3;29,36;-7,3;27;Soil.Uy;
IC3_-7,3;29,36;-7,3;34;Soil.Uy;8,800
IC3_-7,3;29,36;-7,3;41;Soil.Uy;11,980
IC3_-7,3;29,36;-7,3;48;Soil.Uy;17,780
IC3_-7,3;29,36;-7,3;55;Soil.Uy;18,690
IC3_-7,3;29,36;-7,3;62;Soil.Uy;20,700
IC3_-7,3;29,36;-7,3;69;Soil.Uy;22,000
IC3_-7,3;29,36;-7,3;76;Soil.Uy;21,960
IC3_-7,3;29,36;-7,3;83;Soil.Uy;22,050
IC3_-7,3;29,36;-7,3;90;Soil.Uy;21,860
IC3_-7,3;29,36;-7,3;97;Soil.Uy;22,690
IC3_-7,3;29,36;-7,3;104;Soil.Uy;23,970
IC3_-7,3;29,36;-7,3;111;Soil.Uy;24,290
IC3_-7,3;29,36;-7,3;118;Soil.Uy;27,690
IC3_-7,3;29,36;-7,3;125;Soil.Uy;33,030
IC3_-7,3;29,36;-7,3;132;Soil.Uy;33,930
IC3_-7,3;29,36;-7,3;138;Soil.Uy;34,470
IC3_-7,3;29,36;-7,3;146;Soil.Uy;34,700
IC3_-7,3;29,36;-7,3;153;Soil.Uy;34,880
IC3_-7,3;29,36;-7,3;160;Soil.Uy;35,520
IC3_-7,3;29,36;-7,3;167;Soil.Uy;35,690
IC3_-7,3;29,36;-7,3;174;Soil.Uy;35,830
IC3_-8,3;29,36;-8,3;0;Soil.Ux;0,000
IC3_-8,3;29,36;-8,3;20;Soil.Ux;0,500
IC3_-8,3;29,36;-8,3;27;Soil.Ux;
IC3_-8,3;29,36;-8,3;34;Soil.Ux;0,400
IC3_-8,3;29,36;-8,3;41;Soil.Ux;0,810
IC3_-8,3;29,36;-8,3;48;Soil.Ux;0,440
IC3_-8,3;29,36;-8,3;55;Soil.Ux;-0,230
IC3_-8,3;29,36;-8,3;62;Soil.Ux;-0,020
IC3_-8,3;29,36;-8,3;69;Soil.Ux;0,550
IC3_-8,3;29,36;-8,3;76;Soil.Ux;0,800
IC3_-8,3;29,36;-8,3;83;Soil.Ux;0,710
IC3_-8,3;29,36;-8,3;90;Soil.Ux;0,880
IC3_-8,3;29,36;-8,3;97;Soil.Ux;1,060
IC3_-8,3;29,36;-8,3;104;Soil.Ux;0,460
IC3_-8,3;29,36;-8,3;111;Soil.Ux;0,400
IC3_-8,3;29,36;-8,3;118;Soil.Ux;0,360
IC3_-8,3;29,36;-8,3;125;Soil.Ux;0,220
IC3_-8,3;29,36;-8,3;132;Soil.Ux;0,070
IC3_-8,3;29,36;-8,3;138;Soil.Ux;0,200
IC3_-8,3;29,36;-8,3;146;Soil.Ux;0,260
IC3_-8,3;29,36;-8,3;153;Soil.Ux;0,450
IC3_-8,3;29,36;-8,3;160;Soil.Ux;0,430
IC3_-8,3;29,36;-8,3;167;Soil.Ux;0,390
IC3_-8,3;29,36;-8,3;174;Soil.Ux;0,210
IC3_-8,3;29,36;-8,3;0;Soil.Uy;0,000
IC3_-8,3;29,36;-8,3;20;Soil.Uy;3,980
IC3_-8,3;29,36;-8,3;27;Soil.Uy;
IC3_-8,3;29,36;-8,3;34;Soil.Uy;8,250
IC3_-8,3;29,36;-8,3;41;Soil.Uy;11,120
IC3_-8,3;29,36;-8,3;48;Soil.Uy;16,180
IC3_-8,3;29,36;-8,3;55;Soil.Uy;17,000
IC3_-8,3;29,36;-8,3;62;Soil.Uy;18,730
IC3_-8,3;29,36;-8,3;69;Soil.Uy;19,840
IC3_-8,3;29,36;-8,3;76;Soil.Uy;19,770
IC3_-8,3;29,36;-8,3;83;Soil.Uy;19,800
IC3_-8,3;29,36;-8,3;90;Soil.Uy;19,660
IC3_-8,3;29,36;-8,3;97;Soil.Uy;20,360
IC3_-8,3;29,36;-8,3;104;Soil.Uy;21,480
IC3_-8,3;29,36;-8,3;111;Soil.Uy;21,770
IC3_-8,3;29,36;-8,3;118;Soil.Uy;24,620
IC3_-8,3;29,36;-8,3;125;Soil.Uy;29,270
IC3_-8,3;29,36;-8,3;132;Soil.Uy;30,090
IC3_-8,3;29,36;-8,3;138;Soil.Uy;30,600
IC3_-8,3;29,36;-8,3;146;Soil.Uy;30,780
IC3_-8,3;29,36;-8,3;153;Soil.Uy;30,840
IC3_-8,3;29,36;-8,3;160;Soil.Uy;31,500
IC3_-8,3;29,36;-8,3;167;Soil.Uy;31,670
IC3_-8,3;29,36;-8,3;174;Soil.Uy;31,800
IC3_-9,3;29,36;-9,3;0;Soil.Ux;0,000
IC3_-9,3;29,36;-9,3;20;Soil.Ux;0,120
IC3_-9,3;29,36;-9,3;27;Soil.Ux;
IC3_-9,3;29,36;-9,3;34;Soil.Ux;-0,050
IC3_-9,3;29,36;-9,3;41;Soil.Ux;0,240
IC3_-9,3;29,36;-9,3;48;Soil.Ux;0,060
IC3_-9,3;29,36;-9,3;55;Soil.Ux;-0,400
IC3_-9,3;29,36;-9,3;62;Soil.Ux;-0,170
IC3_-9,3;29,36;-9,3;69;Soil.Ux;0,360
IC3_-9,3;29,36;-9,3;76;Soil.Ux;0,500
IC3_-9,3;29,36;-9,3;83;Soil.Ux;0,380
IC3_-9,3;29,36;-9,3;90;Soil.Ux;0,550
IC3_-9,3;29,36;-9,3;97;Soil.Ux;0,690
IC3_-9,3;29,36;-9,3;104;Soil.Ux;0,170
IC3_-9,3;29,36;-9,3;111;Soil.Ux;0,120
IC3_-9,3;29,36;-9,3;118;Soil.Ux;0,120
IC3_-9,3;29,36;-9,3;125;Soil.Ux;0,080
IC3_-9,3;29,36;-9,3;132;Soil.Ux;-0,020
IC3_-9,3;29,36;-9,3;138;Soil.Ux;0,100
IC3_-9,3;29,36;-9,3;146;Soil.Ux;0,110
IC3_-9,3;29,36;-9,3;153;Soil.Ux;0,310
IC3_-9,3;29,36;-9,3;160;Soil.Ux;0,310
IC3_-9,3;29,36;-9,3;167;Soil.Ux;0,230
IC3_-9,3;29,36;-9,3;174;Soil.Ux;0,060
IC3_-9,3;29,36;-9,3;0;Soil.Uy;0,000
IC3_-9,3;29,36;-9,3;20;Soil.Uy;3,450
IC3_-9,3;29,36;-9,3;27;Soil.Uy;
IC3_-9,3;29,36;-9,3;34;Soil.Uy;6,850
IC3_-9,3;29,36;-9,3;41;Soil.Uy;9,010
IC3_-9,3;29,36;-9,3;48;Soil.Uy;12,690
IC3_-9,3;29,36;-9,3;55;Soil.Uy;13,340
IC3_-9,3;29,36;-9,3;62;Soil.Uy;14,690
IC3_-9,3;29,36;-9,3;69;Soil.Uy;15,350
IC3_-9,3;29,36;-9,3;76;Soil.Uy;15,270
IC3_-9,3;29,36;-9,3;83;Soil.Uy;15,230
IC3_-9,3;29,36;-9,3;90;Soil.Uy;15,130
IC3_-9,3;29,36;-9,3;97;Soil.Uy;15,660
IC3_-9,3;29,36;-9,3;104;Soil.Uy;16,500
IC3_-9,3;29,36;-9,3;111;Soil.Uy;16,820
IC3_-9,3;29,36;-9,3;118;Soil.Uy;18,820
IC3_-9,3;29,36;-9,3;125;Soil.Uy;22,110
IC3_-9,3;29,36;-9,3;132;Soil.Uy;22,640
IC3_-9,3;29,36;-9,3;138;Soil.Uy;23,030
IC3_-9,3;29,36;-9,3;146;Soil.Uy;23,230
IC3_-9,3;29,36;-9,3;153;Soil.Uy;23,130
IC3_-9,3;29,36;-9,3;160;Soil.Uy;23,730
IC3_-9,3;29,36;-9,3;167;Soil.Uy;23,840
IC3_-9,3;29,36;-9,3;174;Soil.Uy;23,990
IC3_-10,3;29,36;-10,3;0;Soil.Ux;0,000
IC3_-10,3;29,36;-10,3;20;Soil.Ux;0,020
IC3_-10,3;29,36;-10,3;27;Soil.Ux;
IC3_-10,3;29,36;-10,3;34;Soil.Ux;0,010
IC3_-10,3;29,36;-10,3;41;Soil.Ux;0,310
IC3_-10,3;29,36;-10,3;48;Soil.Ux;0,310
IC3_-10,3;29,36;-10,3;55;Soil.Ux;0,090
IC3_-10,3;29,36;-10,3;62;Soil.Ux;0,340
IC3_-10,3;29,36;-10,3;69;Soil.Ux;0,700
IC3_-10,3;29,36;-10,3;76;Soil.Ux;0,790
IC3_-10,3;29,36;-10,3;83;Soil.Ux;0,720
IC3_-10,3;29,36;-10,3;90;Soil.Ux;0,840
IC3_-10,3;29,36;-10,3;97;Soil.Ux;0,920
IC3_-10,3;29,36;-10,3;104;Soil.Ux;0,630
IC3_-10,3;29,36;-10,3;111;Soil.Ux;0,620
IC3_-10,3;29,36;-10,3;118;Soil.Ux;0,660
IC3_-10,3;29,36;-10,3;125;Soil.Ux;0,770
IC3_-10,3;29,36;-10,3;132;Soil.Ux;0,790
IC3_-10,3;29,36;-10,3;138;Soil.Ux;0,830
IC3_-10,3;29,36;-10,3;146;Soil.Ux;0,880
IC3_-10,3;29,36;-10,3;153;Soil.Ux;1,110
IC3_-10,3;29,36;-10,3;160;Soil.Ux;1,040
IC3_-10,3;29,36;-10,3;167;Soil.Ux;1,000
IC3_-10,3;29,36;-10,3;174;Soil.Ux;0,880
IC3_-10,3;29,36;-10,3;0;Soil.Uy;0,000
IC3_-10,3;29,36;-10,3;20;Soil.Uy;2,160
IC3_-10,3;29,36;-10,3;27;Soil.Uy;
IC3_-10,3;29,36;-10,3;34;Soil.Uy;4,530
IC3_-10,3;29,36;-10,3;41;Soil.Uy;6,060
IC3_-10,3;29,36;-10,3;48;Soil.Uy;8,670
IC3_-10,3;29,36;-10,3;55;Soil.Uy;9,350
IC3_-10,3;29,36;-10,3;62;Soil.Uy;10,480
IC3_-10,3;29,36;-10,3;69;Soil.Uy;11,170
IC3_-10,3;29,36;-10,3;76;Soil.Uy;11,150
IC3_-10,3;29,36;-10,3;83;Soil.Uy;11,130
IC3_-10,3;29,36;-10,3;90;Soil.Uy;11,110
IC3_-10,3;29,36;-10,3;97;Soil.Uy;11,430
IC3_-10,3;29,36;-10,3;104;Soil.Uy;12,120
IC3_-10,3;29,36;-10,3;111;Soil.Uy;12,360
IC3_-10,3;29,36;-10,3;118;Soil.Uy;13,900
IC3_-10,3;29,36;-10,3;125;Soil.Uy;16,550
